Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,527.561584,529.815369,522.665039,523.373108,523.373108,1447563
2015-01-05,521.827332,522.894409,511.655243,512.463013,512.463013,2059840
2015-01-06,513.589966,514.761719,499.678131,500.585632,500.585632,2899940
2015-01-07,505.611847,505.855164,498.281952,499.727997,499.727997,2065054
2015-01-08,496.626526,502.101471,489.655640,501.303680,501.303680,3353582
2015-01-09,503.377991,503.537537,493.435272,494.811493,494.811493,2071371
2015-01-12,493.584869,494.618011,486.225067,491.201416,491.201416,2326771
2015-01-13,497.474182,501.602844,491.041840,494.821472,494.821472,2370490
2015-01-14,493.295654,501.852173,491.650177,499.498627,499.498627,2235721
2015-01-15,504.185760,504.295471,496.397156,500.416107,500.416107,2715836
2015-01-16,498.640991,506.798584,498.631012,506.688873,506.688873,2298293
2015-01-20,509.600891,511.096771,504.630524,505.512115,505.512115,2232011
2015-01-21,505.861145,517.858215,504.814026,516.621643,516.621643,2268712
2015-01-22,520.052185,534.861511,518.277100,532.926819,532.926819,2676929
2015-01-23,534.123535,540.685547,531.540649,538.471619,538.471619,2281747
2015-01-26,537.055542,537.524231,528.219788,533.744629,533.744629,1543727
2015-01-27,528.518921,529.246948,516.771179,517.210022,517.210022,1904013
2015-01-28,521.348633,521.558044,508.603638,508.603638,508.603638,1683810
2015-01-29,509.600891,509.690643,499.827728,509.261810,509.261810,4186362
2015-01-30,514.447571,538.391846,514.108521,533.056519,533.056519,5606350
2015-02-02,530.274109,531.540649,517.130249,527.033020,527.033020,2849803
2015-02-03,526.554321,531.939575,521.827332,527.790955,527.790955,2038682
2015-02-04,527.790955,531.213562,519.842773,521.328674,521.328674,1663655
2015-02-05,522.355896,527.052979,520.660522,526.135498,526.135498,1849765
2015-02-06,526.195313,535.729126,524.968689,529.546143,529.546143,1763529
2015-02-09,526.554321,530.543396,524.579773,526.384827,526.384827,1267771
2015-02-10,527.850769,536.227783,525.477295,535.469849,535.469849,1749891
2015-02-11,533.834351,536.975708,531.917603,534.502502,534.502502,1377772
2015-02-12,535.778992,543.328308,533.209045,541.443481,541.443481,1620236
2015-02-13,541.862305,548.404358,541.642944,547.506836,547.506836,1900303
2015-02-17,545.332764,548.494080,539.608521,541.353699,541.353699,1616827
2015-02-18,539.917664,543.996460,536.038330,538.222290,538.222290,1453079
2015-02-19,536.566833,541.622986,536.536926,541.383606,541.383606,989108
2015-02-20,541.642944,542.261230,534.333008,537.474365,537.474365,1444355
2015-02-23,534.582275,534.970215,527.960510,530.453613,530.453613,1457892
2015-02-24,528.548889,535.320251,526.803650,534.622192,534.622192,1005052
2015-02-25,534.432739,544.724487,533.978943,542.380920,542.380920,1826000
2015-02-26,541.722717,554.617310,540.017395,553.959106,553.959106,2311529
2015-02-27,552.722473,563.163818,551.386169,556.871094,556.871094,2410199
2015-03-02,558.995300,570.583435,557.220154,569.775696,569.775696,2129631
2015-03-03,568.888123,573.814575,564.968872,572.069397,572.069397,1704768
2015-03-04,570.304260,575.529907,566.454773,571.800110,571.800110,1876839
2015-03-05,573.445618,576.327698,571.840027,573.754761,573.754761,1389605
2015-03-06,573.305969,575.101074,565.208191,566.130676,566.130676,1659143
2015-03-09,565.307922,568.708618,561.992065,567.292480,567.292480,1062108
2015-03-10,562.705078,563.303467,553.211182,553.490417,553.490417,1792307
2015-03-11,553.620056,556.611816,549.172241,549.670898,549.670898,1820785
2015-03-12,551.994507,554.846680,548.952820,553.989014,553.989014,1389605
2015-03-13,551.984497,556.871094,542.729919,545.821472,545.821472,1703564
2015-03-16,549.441528,555.325378,544.505066,552.991760,552.991760,1640993
2015-03-17,550.199402,552.283691,546.499573,549.331787,549.331787,1805544
2015-03-18,550.987244,558.247314,545.502319,557.968079,557.968079,2134544
